LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
7,1,2,2,5,4,2,2,4,3,3,11797,11993,12482,12698,13106,12788,1681,2895,0,2908,0,1653,1
46,1,1,1,19,0,0,0,0,0,0,3403,7792,1382,748,384,414,6796,1159,496,0,0,1049,1
9,0,1,2,2,2,2,2,1,2,2,3069,3943,364,3180,3546,4270,4158,0,3957,1136,1839,1797,-1
5,0,3,2,2,2,2,2,2,2,2,12877,11916,11252,10337,10734,10664,1647,1114,886,1341,1011,925,-1
6,0,1,2,6,3,0,1,1,1,1,226,187,528,329,447,312,0,699,0,464,0,928,1
5,1,3,2,9,2,2,2,2,2,2,8632,6699,6884,7230,7685,7961,996,991,885,1401,949,940,-1
5,1,3,1,26,1,1,1,1,1,1,747,2455,2410,1709,10951,578,2813,2783,1852,6299,234,0,-1
5,0,1,2,5,2,2,2,2,2,2,6580,6836,7002,7239,7447,5398,1193,1185,885,946,1478,0,-1
23,1,1,2,6,1,1,1,1,1,1,6999,7060,5800,6423,6174,11650,6635,6113,6123,5594,6370,0,-1
5,0,2,2,12,4,2,2,2,2,2,10361,10134,8474,8853,8980,8967,1406,1185,885,946,949,666,1
10,0,1,2,11,2,2,2,2,2,2,17483,16754,16649,16515,16122,15605,2509,2843,2806,2678,2661,2172,-1
51,1,2,1,33,0,0,0,0,0,0,5405,2790,8592,3922,15585,4523,3313,6922,4750,6693,930,6478,-1
51,0,1,1,37,0,0,0,0,0,0,6126,3146,10531,2302,384,3215,3761,7187,2728,0,3748,712,-1
16,0,1,2,9,1,1,0,0,0,1,10307,261,190,149,118,116,95,285,349,527,750,0,-1
28,0,2,1,19,2,2,2,2,2,2,20931,20573,20391,19974,19679,19409,5042,4998,4338,4208,4188,4276,-1
6,1,2,2,1,2,2,2,2,2,1,6497,4908,5207,3393,7,7499,1193,1203,1851,0,6500,570,-1
5,0,1,2,4,3,1,1,0,0,0,306,918,364,377,384,414,565,0,0,0,0,0,1
28,0,1,2,10,1,1,4,1,2,1,636,4660,2938,4872,7277,4729,5352,0,5343,4629,4950,725,-1
37,0,1,2,12,2,2,2,2,2,2,21507,21272,20892,21545,20072,19442,5559,4608,4207,6899,6180,3104,-1
7,1,1,2,4,2,2,2,2,2,2,15426,15310,15063,15088,15056,14940,2486,3436,3255,2200,2385,2169,-1
0,0,2,2,1,2,2,2,2,2,2,1598,2348,3451,2475,2543,2893,1193,2414,885,274,949,457,-1
14,1,2,1,16,2,2,2,2,2,2,14691,14840,14969,15138,15239,15222,2486,2463,2579,3131,3105,2502,-1
4,1,1,2,9,2,2,2,4,2,2,7736,8308,9225,9365,9705,10358,2486,3695,0,1821,2512,0,-1
21,0,1,2,8,0,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
2,1,1,2,1,2,2,4,1,2,2,6212,6810,6468,6709,6853,414,2486,0,6239,308,0,0,1
15,1,5,2,25,2,2,1,2,2,0,2950,2272,1183,1175,384,414,719,864,0,0,0,0,1
39,0,2,2,11,1,1,1,1,1,1,8599,8354,6268,11104,5517,5527,6944,6352,6658,5339,5337,4665,-1
2,0,1,2,3,2,2,2,2,2,2,7235,7473,7759,8108,8443,8189,1014,1006,632,876,864,995,-1
7,0,3,2,21,3,4,4,4,3,2,11267,11172,11578,12100,12023,11960,0,2552,1809,0,1397,1382,1
10,1,3,3,22,2,2,2,2,2,2,14930,13759,12289,12129,11658,11189,1674,1289,1362,1821,1397,928,-1
31,1,2,1,28,0,0,0,0,0,0,6063,4213,4023,5258,2492,737,4989,4833,5609,2876,430,0,-1
18,1,1,2,4,3,4,2,2,2,2,11834,11908,12145,12621,12736,12698,996,1665,1610,1637,1637,1483,-1
15,1,1,2,8,4,2,2,2,2,2,12580,10999,10583,9629,8568,6759,1291,1396,934,1401,1795,3576,-1
51,1,1,1,24,0,0,0,0,0,0,1617,2562,453,377,461,2059,2973,111,0,139,2210,0,-1
18,1,3,1,13,2,2,2,1,1,1,6918,6612,4318,3786,185,4284,5201,1185,4737,639,4852,1797,-1
18,1,2,1,13,2,2,2,2,2,2,20697,20394,20219,19929,18623,18247,5068,4730,3891,3544,3506,3013,-1
20,1,1,2,13,1,5,4,4,3,3,1414,1141,916,1171,867,1433,0,0,628,0,1139,0,-1
41,1,2,1,8,2,2,2,2,2,2,22548,22196,21901,21391,20886,20506,6610,6319,6804,5357,5354,5985,-1
51,1,3,1,7,2,2,2,2,2,2,8683,8753,7518,6310,6043,6487,1209,991,885,946,1795,1797,1
7,0,2,1,18,2,2,2,2,2,1,15758,15816,15580,6765,6111,1018,3230,1746,885,1821,2512,0,-1
5,0,1,2,8,4,4,4,4,3,3,9085,8889,9374,9496,9951,10014,0,2257,0,1998,1139,0,1
5,1,2,1,25,2,2,2,0,0,0,9945,10025,364,377,384,414,706,0,0,0,0,0,1
13,1,2,1,30,1,1,0,0,1,1,346,347,364,377,1921,414,0,0,0,2093,0,0,-1
20,0,1,1,36,0,0,0,1,3,3,20101,19769,19512,4165,4200,4146,0,0,4956,274,0,928,1
0,0,2,1,35,4,4,4,2,2,2,1729,2809,2673,2669,2766,2844,1946,0,123,185,182,136,1
21,1,1,2,9,4,1,1,1,1,1,494,545,1173,1833,570,2812,226,853,2048,274,3251,842,-1
13,1,3,2,8,3,0,0,1,3,1,192,15,18,4999,5029,3910,0,0,6469,0,4461,5486,-1
2,0,5,2,1,4,2,2,2,2,2,7611,7037,6933,7306,5347,3488,0,892,885,464,949,0,-1
8,0,1,2,10,1,1,1,1,1,1,842,347,628,629,641,679,0,279,344,362,360,352,-1
32,0,2,2,8,4,4,4,4,3,3,14548,14575,14717,14649,14887,14780,2111,2098,0,3536,2114,1465,1
20,1,2,1,11,1,1,1,1,3,1,4794,3467,170,3128,2622,2359,4183,15,5167,17,2637,1291,-1
29,1,1,2,16,3,0,1,1,1,1,306,347,2273,377,1925,414,0,2592,0,2097,0,0,-1
35,0,1,2,11,1,1,1,1,1,1,2260,3365,8708,2769,16262,9403,4141,6946,3420,6733,6141,1813,-1
2,0,2,2,3,2,2,4,2,2,2,6378,7041,6716,6914,7057,7460,2378,0,541,591,1397,0,-1
5,0,3,2,4,1,2,2,2,2,2,12041,11306,11263,4744,4766,4974,1445,1455,277,464,949,928,-1
30,1,1,1,24,1,1,1,1,1,1,487,538,551,549,565,600,219,203,249,265,263,258,-1
3,1,2,2,1,2,2,2,2,2,2,9861,10133,10369,10018,9668,3615,1375,1089,496,2530,1615,0,1
24,1,2,2,23,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
48,1,3,3,12,2,2,2,2,2,2,20425,20024,19997,15615,10524,10606,4452,4824,2579,907,949,2502,-1
37,1,1,2,5,2,2,2,2,2,1,8782,9661,10393,11262,19799,531,3655,2770,2663,6864,178,2479,-1
6,0,3,2,9,2,2,2,2,2,2,9376,9582,9752,8691,8179,8025,1268,905,577,726,1085,0,1
41,1,2,1,23,2,2,4,2,2,2,19333,19467,18834,17863,17618,16787,5794,3,2627,2530,2661,2372,-1
5,1,3,2,28,2,2,2,2,2,2,13226,12888,8357,8335,7888,7893,1365,993,628,659,805,766,-1
16,0,2,2,12,2,2,2,2,2,2,19266,18166,15771,18423,18134,17918,3450,2867,7276,3399,3499,3356,-1
37,1,1,1,24,1,1,4,2,1,1,563,1187,915,629,641,679,869,0,0,362,360,352,1
16,1,2,2,11,2,2,2,2,2,1,2667,3037,3674,4322,3808,970,848,1655,1809,0,724,2033,-1
13,1,1,1,14,2,2,2,1,1,1,16675,18637,7087,1276,3820,1281,7412,3695,1205,4428,1130,1873,-1
2,0,3,2,23,4,4,2,2,2,3,4609,4382,4763,5061,5648,5557,0,1332,885,1821,0,1382,-1
20,0,1,1,32,4,4,4,4,3,3,19616,19523,19458,19354,19126,18854,4409,3967,4008,3874,3576,3576,1
28,1,1,2,18,1,1,1,2,2,0,4220,347,2669,2594,384,414,0,3127,0,0,0,0,-1
10,1,1,2,6,0,0,0,0,0,0,43,3367,364,377,384,414,4906,0,0,0,0,0,-1
16,1,2,1,16,1,1,1,1,1,0,911,1474,964,946,384,414,1293,599,746,0,0,4552,-1
6,1,2,2,2,2,2,2,2,2,2,12471,12685,12869,7989,7823,7807,1613,992,610,650,772,775,-1
9,0,2,2,14,2,2,2,2,2,2,16849,16886,16935,11573,11039,10876,2961,2905,1059,1055,1051,1064,-1
37,0,1,1,22,1,1,1,1,1,2,2741,4393,2395,3552,9645,4940,5152,2765,5846,6193,0,6600,-1
15,0,1,2,6,2,2,2,2,2,2,17000,16895,17023,17039,16701,12181,3236,5460,2781,3159,1558,741,-1
5,1,3,1,1,2,2,2,2,2,2,7664,7361,6831,5815,4455,4138,1106,887,333,255,292,172,-1
2,0,2,1,17,2,2,2,2,2,1,7410,7777,7789,7370,7255,493,1387,1147,557,1626,135,0,1
14,0,1,2,11,0,0,0,0,0,0,763,5060,969,646,434,1443,5674,604,367,91,1333,0,-1
39,1,1,2,9,0,0,1,2,2,2,239,214,10754,11232,11395,11293,168,7234,1051,1133,1184,3576,-1
49,0,1,1,42,2,2,2,4,3,2,22587,22245,21984,21522,20986,20581,6537,7520,6250,0,5812,6025,-1
5,1,3,2,1,2,2,2,2,2,2,12311,11976,11576,11178,9038,9047,1453,1052,887,792,944,837,1
6,1,2,2,5,4,4,4,4,3,2,14364,14175,14591,14819,14259,14071,0,3695,2230,6,2512,2502,-1
7,1,2,2,3,1,1,0,0,0,1,3439,347,364,377,384,9559,0,0,0,0,6156,1797,-1
8,1,2,1,15,1,1,1,1,1,1,3669,2183,2334,2368,1193,1257,2386,2679,2818,1089,1094,963,-1
36,0,1,2,31,1,1,1,1,1,1,787,1867,871,964,1193,3202,1924,519,768,1089,3731,3586,-1
13,0,2,2,17,2,2,2,1,1,1,20591,20501,11795,18512,12696,18145,5826,0,7424,3432,6810,3500,-1
37,0,2,1,14,3,0,0,0,0,0,229,273,294,305,311,347,0,0,0,0,0,0,-1
34,1,1,1,10,2,2,4,2,2,2,18220,18202,17982,17929,17676,17429,5398,0,3001,3193,5695,0,-1
5,0,3,1,26,2,2,4,2,2,2,6005,6282,6281,6589,6851,7045,1674,699,885,946,949,928,-1
28,0,2,1,20,4,4,4,4,3,4,19514,19445,19174,19364,19242,18851,4487,0,6004,5635,0,3576,-1
10,1,1,2,3,2,2,2,2,2,2,13949,13952,14106,14392,14701,14481,1674,2244,2646,3670,2512,1829,-1
5,0,2,2,20,2,2,2,2,2,2,7761,7756,8035,8285,8382,8131,1036,996,628,678,682,635,-1
3,0,1,2,3,1,4,2,2,4,3,7474,7172,7428,8558,8500,8510,0,1003,2579,0,949,928,1
24,0,1,2,7,1,1,1,1,1,1,515,567,576,3280,705,629,246,228,4076,442,297,483,-1
8,0,2,2,5,4,2,2,2,2,2,6213,6521,6711,6941,7151,7322,1674,1379,885,946,949,928,1
41,0,2,1,13,1,1,1,1,1,1,7966,4862,5437,4042,6332,4157,5505,5879,4840,5633,4641,3923,-1
24,1,2,2,17,2,2,2,2,1,1,13574,13810,13984,14081,1294,1292,1674,2463,2579,1234,1142,517,-1
5,0,3,2,16,4,4,4,5,3,3,12536,12546,13255,13477,13557,13681,706,3178,885,1316,2385,0,1
46,0,1,1,19,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
11,1,1,1,27,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,-1
31,1,2,1,14,4,2,2,2,2,2,22262,21957,21655,21026,20520,19770,6156,5757,4995,4778,4320,4012,1
2,0,1,2,6,2,2,2,2,2,2,7803,7642,7679,7880,8086,6509,1099,824,532,811,284,0,-1
2,0,2,2,2,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,-1
20,0,3,2,31,2,2,2,2,2,2,18441,17716,17632,17707,17561,17338,2926,2897,3005,3049,2943,3006,-1
18,0,1,1,15,2,2,2,2,2,2,20391,18580,17660,17399,17271,16881,3589,2252,1873,1937,1981,928,1
5,0,2,1,30,2,2,2,2,2,2,2418,2674,2885,3161,3552,3826,706,762,1175,1401,1139,115,1
6,0,3,1,34,5,4,4,2,2,2,14824,14830,14394,10298,10623,9564,2115,7,1079,1136,1047,1382,-1
3,1,1,2,2,3,0,0,0,1,1,2759,3407,2457,352,6016,3462,4111,2840,27,5544,3992,2525,-1
24,0,1,2,20,3,1,1,2,2,1,343,2053,2347,2294,619,1626,2212,2693,0,334,1592,856,-1
43,0,2,1,13,2,2,2,2,2,2,21893,21561,21136,20751,20257,19594,5516,5367,4776,4589,4445,5229,-1
34,0,3,1,25,2,2,2,2,2,2,21607,21360,21144,20806,20398,20038,5111,5012,4893,4685,4745,4653,-1
3,1,2,2,1,2,2,2,2,2,2,9882,9257,9410,9389,7144,194,1674,1089,0,464,0,1435,-1
24,0,2,1,13,2,2,2,4,3,3,5316,5577,5915,5850,6129,6032,1193,1475,0,946,0,292,-1
15,0,1,2,6,2,2,2,2,2,2,7234,7772,8452,9233,9837,10723,2111,2463,2579,2530,2844,3576,-1
21,1,2,1,12,2,2,2,2,2,2,4075,4269,4449,4552,2838,3384,1193,1185,885,464,1795,503,-1
5,1,3,1,30,1,1,1,1,0,0,820,545,3408,377,384,414,226,4145,0,0,0,0,1
5,0,1,2,3,2,2,2,2,2,2,13736,13505,13440,7900,7907,7636,1999,1379,885,849,825,1908,-1
24,0,1,2,26,3,0,0,0,0,0,306,347,364,377,384,414,0,0,0,0,0,0,1
18,0,2,2,7,1,1,1,1,1,1,1567,347,957,583,660,699,0,300,289,464,2844,772,-1
5,0,2,2,2,3,4,4,4,2,2,5134,5236,8141,8170,8169,7274,706,5454,353,660,758,553,-1
17,0,2,2,8,0,0,0,0,0,0,5745,4984,4899,4887,4948,6558,5559,5454,5346,5024,5700,4983,-1
2,0,1,2,8,1,1,1,1,2,1,1145,6554,592,1870,3671,639,6487,245,2099,3493,310,294,-1
5,0,1,2,7,2,2,2,2,2,4,3186,3518,3934,4554,5188,5022,706,1185,1809,1476,1047,0,-1
17,1,2,2,6,2,2,2,2,2,2,7851,8070,8206,7112,7251,4565,1351,892,307,332,164,0,1
20,0,1,2,13,3,4,2,2,2,2,21156,20452,17293,19046,18628,14501,5022,3695,7164,3611,3576,4706,-1
8,1,2,1,2,3,4,5,4,2,2,4826,5151,4971,4844,5007,5573,1340,0,0,353,1878,1,-1
26,1,1,1,39,3,0,1,1,1,1,80,99,8342,377,1067,1049,0,6911,0,915,949,0,-1
14,0,2,1,11,2,2,2,2,3,2,17042,16278,15431,15169,14519,14067,2842,2561,3734,0,1887,2237,-1
8,0,1,2,4,2,2,2,2,2,2,11982,14227,12242,12334,12447,11011,7212,2463,4207,4629,1795,5492,-1
36,0,1,2,20,3,1,1,1,1,0,422,2205,1076,796,384,414,2417,699,560,0,0,0,-1
28,1,2,1,35,2,2,2,2,2,2,21366,20596,19067,17751,19748,19275,5051,4497,3830,6794,4357,4155,-1
3,1,3,2,5,2,2,2,2,2,2,4779,5109,5310,5460,5847,6113,1388,1185,885,1401,1397,1382,-1
14,0,1,1,13,2,2,2,2,2,2,8883,9738,10682,12570,13130,13231,3755,3695,5695,3611,2512,3839,-1
20,1,1,2,16,2,2,2,2,2,2,18199,17929,17064,17122,16979,16785,3207,2658,2770,2845,2883,3576,-1
20,1,3,2,9,2,2,2,2,2,2,21128,20881,20562,19901,19124,17999,4825,4664,4800,4139,3576,3356,-1
21,0,3,1,24,4,5,6,6,6,7,18716,18814,18953,19122,19076,18966,5742,5617,5592,5242,5308,5106,1
5,0,3,1,36,5,4,2,2,2,2,5915,5663,5855,5893,6005,6088,0,1283,444,464,559,553,-1
3,0,1,2,20,4,4,4,4,3,2,8961,9574,9413,10067,9939,10035,2876,0,1987,0,1139,1165,-1
5,0,2,2,6,4,1,1,1,1,3,563,619,915,495,1145,802,297,559,184,814,0,352,-1
29,0,3,1,26,1,1,1,1,2,1,1169,624,633,911,645,706,302,285,703,0,391,331,-1
25,1,1,1,13,2,2,4,2,2,2,19722,20009,19724,19585,19322,19089,6688,0,3992,3944,4316,3066,-1
6,1,2,1,25,2,2,2,2,2,2,8361,8787,9016,9541,9709,9863,2486,1185,1362,946,1397,1382,-1
11,1,1,2,6,2,2,2,2,2,2,18000,18006,17951,16005,15916,15718,4036,3091,2579,2465,2512,2372,-1
38,0,1,2,29,0,0,0,0,0,0,3660,6404,4236,6440,2983,5928,6466,5039,6135,3533,5495,3454,-1
10,0,2,1,6,1,4,4,2,2,2,18041,17555,14554,10469,8929,293,2623,0,1205,1314,12,6456,-1
9,1,2,1,14,2,2,2,2,2,3,15875,15929,16034,16200,16595,16463,2876,2833,3036,5025,3105,0,-1
5,1,2,2,1,2,2,2,2,2,2,9786,10006,10117,9929,10152,10203,1203,1130,868,963,1210,521,-1
27,0,2,2,16,2,2,2,2,2,2,11358,10774,10423,9892,9636,9152,3755,1655,2579,3131,2512,1797,-1
30,1,1,2,9,1,1,1,1,1,1,772,2397,364,2784,2084,994,2720,0,3433,2316,758,692,-1
5,1,2,2,1,1,2,2,2,2,2,4603,6451,5372,3892,2309,4079,6388,699,122,0,3576,4983,-1
5,1,1,2,3,3,0,0,0,0,0,108,146,168,55,61,73,0,0,0,0,0,0,1
37,0,1,2,8,3,0,1,1,0,0,306,347,393,377,384,414,0,54,0,0,0,0,-1
13,0,3,1,35,3,4,4,4,3,4,15184,15230,15331,15482,15679,15340,2486,2463,2579,3874,0,0,1
8,0,1,2,9,0,1,2,2,2,2,3699,395,778,1341,1680,3246,377,360,885,464,2844,0,-1
5,0,2,2,9,3,4,2,2,2,3,13214,12874,13114,10765,8911,8714,0,1185,885,1821,0,1797,-1
2,1,2,2,1,2,2,2,2,2,2,6790,5733,5789,5805,6098,6308,908,893,444,1401,1397,928,-1
8,1,2,1,8,2,2,4,2,2,2,16336,16601,16455,14938,5199,5417,4174,699,532,371,949,0,-1
24,0,1,2,16,1,1,4,2,2,1,5761,9358,9107,9653,9620,1327,6388,0,1809,0,1190,6580,-1
8,1,3,2,14,2,1,2,2,2,2,13420,5682,6201,7043,7197,7065,6093,4419,2579,1821,2512,1797,-1
51,1,1,1,26,2,2,2,2,2,2,14343,18331,18198,18605,17763,15242,7698,7172,6804,5940,6540,5839,-1
6,1,2,1,3,2,2,2,2,2,2,14508,14402,13224,7691,7878,7847,2111,1283,2579,946,695,1797,1
2,0,2,2,4,2,2,2,2,2,1,5306,5486,5748,5555,1489,1564,897,1276,533,123,1664,0,-1
10,1,2,1,17,3,4,2,2,3,2,6331,6052,6324,6684,6618,6738,0,1283,1362,0,949,1382,1
37,1,1,2,11,3,1,1,1,1,1,2031,14326,3181,15468,6059,6670,7599,3874,7233,5553,5723,6326,-1
20,1,3,2,26,4,4,4,4,3,3,21197,21025,20657,20469,20138,19628,5114,4608,4511,4445,0,4299,1
13,1,2,1,13,3,1,2,2,2,2,306,3303,4994,5923,6055,6231,3984,3695,2936,465,949,1797,-1
2,1,2,2,10,3,7,6,6,4,3,8465,8272,8354,8446,8335,8369,0,699,0,0,718,0,-1
31,0,1,2,11,2,2,2,2,2,2,14734,14896,14893,15266,14727,12465,5577,4214,5393,3638,3626,3224,-1
6,1,1,2,6,4,2,2,2,3,2,7955,8081,8388,8913,8833,8798,1038,1344,1809,0,852,786,1
18,1,1,2,8,1,1,1,0,1,2,5536,466,364,377,7015,6920,146,0,0,5815,312,3656,-1
18,1,1,2,3,1,1,4,2,2,0,6389,8456,8320,4957,384,414,7381,0,168,0,0,0,-1
5,0,2,1,15,2,2,2,2,1,1,12922,7348,7281,363,416,889,1674,699,1809,464,949,5843,-1
5,1,1,2,3,3,4,4,4,3,3,11160,11299,11478,11964,12097,12053,1579,1089,1552,1432,1478,0,1
15,1,2,1,13,0,0,0,0,0,0,306,347,364,429,384,1492,0,0,100,0,1397,0,-1
2,1,1,2,1,2,2,2,2,1,2,7605,7798,7589,4214,7663,7769,1193,731,482,5940,651,928,-1
51,1,1,1,13,0,0,0,1,1,1,576,416,1861,1231,1229,1258,101,1926,1129,1142,1095,5619,-1
3,1,3,2,1,3,4,4,2,2,2,10016,10045,9758,10654,1499,414,706,59,1566,95,0,0,1
18,1,1,1,17,0,0,0,0,0,0,819,347,364,377,384,414,0,0,0,0,0,0,-1
14,0,1,2,10,2,2,4,2,2,3,9569,9533,7170,8262,9892,5255,7061,0,2579,4583,0,2169,-1
14,1,1,2,5,1,2,1,1,1,1,6050,7313,5726,3328,5957,758,5559,6065,4145,5526,451,4352,-1
12,0,2,2,5,2,2,2,2,2,2,18311,18329,18345,18327,18166,17990,3755,3695,3320,3611,3576,3576,-1
37,1,2,1,27,2,2,2,2,2,2,21599,21394,21184,20361,19668,18779,5358,4732,4123,3920,3868,3164,-1
2,0,3,1,22,1,1,2,2,2,2,437,8084,8030,7866,7943,7815,6970,996,1135,1366,2815,1549,-1
10,0,1,1,26,1,1,1,1,1,1,563,1388,628,629,641,414,1167,279,344,362,0,2082,-1
21,1,2,1,20,1,1,1,1,1,1,2281,1460,591,2555,999,414,1277,244,3094,826,0,380,1
8,1,2,2,3,2,2,2,2,2,2,16699,16580,16408,13649,13597,13397,2650,2463,1846,1821,1644,1634,1
34,1,1,1,29,1,1,1,1,0,0,4727,2868,2125,1495,384,1611,3420,2362,1554,0,1568,229,-1
22,0,1,2,3,2,2,2,1,1,1,18210,18230,18247,4206,384,16318,3755,3740,4974,0,6705,0,-1
21,1,1,1,17,3,0,1,2,1,1,306,347,522,432,934,1305,0,179,0,745,1160,4924,1
4,1,3,1,22,2,2,2,2,2,2,11425,11536,11536,11653,11330,10958,1388,1189,1079,1401,1397,928,-1
3,0,2,2,18,2,2,2,4,2,2,9854,9751,7334,5762,4032,4186,2522,1934,0,946,1795,126,-1
48,0,2,2,6,4,4,4,4,2,2,22216,21918,21662,21518,20776,20408,6147,5724,0,5155,5202,5092,-1
3,0,3,1,21,1,1,1,1,1,3,563,619,628,515,1305,981,297,279,206,1376,0,0,-1
24,1,2,1,15,3,0,0,0,0,0,88,113,137,148,155,173,0,0,0,0,0,0,1
8,0,2,2,15,4,2,2,2,2,2,16485,16316,16306,16431,15930,15807,2571,2833,2872,2530,2844,2502,-1
11,1,3,0,10,2,2,2,2,2,2,17280,16764,16380,15893,14994,14758,3207,3695,2579,2530,2512,4784,-1
31,1,1,2,17,1,1,1,1,0,0,1297,2948,427,377,384,414,3532,84,0,0,0,0,-1
37,1,1,1,19,4,4,4,2,2,2,18183,18539,18291,18273,18109,17906,6000,0,4171,3611,3366,3455,1
34,1,3,2,24,2,2,2,2,2,2,22376,22037,21753,21333,20852,20454,6080,5983,5750,5414,5382,5263,-1
30,1,2,2,14,2,2,2,2,2,2,22182,21888,20863,20700,20242,19922,6012,5236,6250,5357,4957,5564,-1
32,1,2,2,12,2,2,2,2,2,2,17392,17398,18109,15269,12657,11192,5598,6651,1917,1887,3615,2990,-1
5,1,3,2,16,3,5,4,2,2,2,14003,13818,13326,10813,10891,10632,0,24,1362,946,1140,6209,1
17,1,1,2,7,2,2,2,2,2,2,19277,19126,18913,18696,18449,18216,4502,3622,6596,3547,3533,3561,-1
36,0,3,1,23,1,1,1,1,1,0,2376,2087,1615,751,384,414,2257,1534,503,0,0,0,-1
2,0,2,1,16,2,2,2,2,2,2,6940,6818,7527,7603,7565,7727,1300,2463,592,636,790,726,-1
5,0,2,2,2,4,2,2,2,2,2,13456,13035,12333,8540,8261,7581,2032,1887,1813,664,665,932,1
2,1,3,2,3,3,4,2,2,2,2,7813,7363,6912,3962,1562,414,0,1024,444,91,0,2652,-1
5,1,1,2,3,2,2,2,2,2,2,11011,11114,10499,7897,5106,1362,1760,1657,887,217,960,351,-1
2,0,2,2,2,3,4,2,2,3,2,8135,7015,6787,6871,5944,5008,0,892,885,0,949,4983,1
5,0,2,1,5,2,2,0,1,1,2,18064,347,364,2023,12882,12863,0,0,2316,6502,1600,1797,-1
19,0,2,2,13,4,2,2,2,3,3,19255,19137,19155,19303,18884,18873,3755,3695,5346,0,5372,2350,1
6,1,2,1,12,2,2,2,2,2,2,14540,11200,8227,8406,8319,7863,1199,989,885,681,768,552,-1
8,0,1,2,14,1,1,1,1,1,1,4388,2708,3764,1516,1340,8122,3195,4559,1570,1298,5908,2113,-1
15,1,2,2,6,2,2,2,2,2,2,19157,18303,13850,12752,11796,10465,3501,1423,1427,1144,1026,2191,-1
21,1,1,2,10,0,0,0,0,1,1,1309,347,3968,985,3457,1936,0,4768,790,4102,2038,2720,-1
24,1,3,1,29,2,2,2,2,2,2,21687,21391,20979,20621,20254,19936,5639,5274,4880,4629,4654,4544,1
